analysis,flagged,contain,tag_not_contain,neither,satellites,raw_prec,raw_rec,dedup_regions,dedup_tp,dedup_qtn,dedup_prec,dedup_rec,cell,tag,env,n_qtn,n_clusters
simes_n2_nosparse,2,1,1,0,1,0.5,0.0833333333333333,1,1,1,1,0.0833333333333333,V2_c1,bgs,1,12,87767
simes_n2,2,1,1,0,1,0.5,0.0833333333333333,1,1,1,1,0.0833333333333333,V2_c1,bgs,1,12,87767
rep,4,1,1,2,0,0.25,0.0833333333333333,4,2,2,0.5,0.166666666666667,V2_c1,bgs,1,12,87767
simes,5,2,1,2,1,0.4,0.166666666666667,4,2,2,0.5,0.166666666666667,V2_c1,bgs,1,12,87767
emlg,5,2,1,2,1,0.4,0.166666666666667,4,2,2,0.5,0.166666666666667,V2_c1,bgs,1,12,87767
snp,50,6,0,44,0,0.12,0.461538461538462,50,6,6,0.12,0.461538461538462,V2_c1,bgs,2,13,87586
snp_n2,44,5,0,39,0,0.113636363636364,0.384615384615385,44,5,5,0.113636363636364,0.384615384615385,V2_c1,bgs,2,13,87586
snp_n5,20,4,0,16,0,0.2,0.307692307692308,20,4,4,0.2,0.307692307692308,V2_c1,bgs,2,13,87586
simes_nosparse,18,5,0,13,0,0.277777777777778,0.384615384615385,18,5,5,0.277777777777778,0.384615384615385,V2_c1,bgs,2,13,87586
simes_n2_nosparse,17,4,0,13,0,0.235294117647059,0.307692307692308,17,4,4,0.235294117647059,0.307692307692308,V2_c1,bgs,2,13,87586
simes_n2,18,4,0,14,0,0.222222222222222,0.307692307692308,18,4,4,0.222222222222222,0.307692307692308,V2_c1,bgs,2,13,87586
rep,11,1,0,10,0,0.0909090909090909,0.0769230769230769,11,1,1,0.0909090909090909,0.0769230769230769,V2_c1,bgs,2,13,87586
simes,18,5,0,13,0,0.277777777777778,0.384615384615385,18,5,5,0.277777777777778,0.384615384615385,V2_c1,bgs,2,13,87586
emlg,17,3,0,14,0,0.176470588235294,0.230769230769231,17,3,3,0.176470588235294,0.230769230769231,V2_c1,bgs,2,13,87586
snp,13,6,1,6,1,0.461538461538462,0.461538461538462,12,6,7,0.5,0.538461538461538,V2_c1,bgs,3,13,87551
snp_n2,13,5,1,7,1,0.384615384615385,0.384615384615385,12,5,6,0.416666666666667,0.461538461538462,V2_c1,bgs,3,13,87551
snp_n5,9,5,0,4,0,0.555555555555556,0.384615384615385,9,5,6,0.555555555555556,0.461538461538462,V2_c1,bgs,3,13,87551
simes_nosparse,6,4,0,2,0,0.666666666666667,0.307692307692308,6,4,5,0.666666666666667,0.384615384615385,V2_c1,bgs,3,13,87551
simes_n2_nosparse,5,3,0,2,0,0.6,0.230769230769231,5,3,4,0.6,0.307692307692308,V2_c1,bgs,3,13,87551
simes_n2,5,3,0,2,0,0.6,0.230769230769231,5,3,4,0.6,0.307692307692308,V2_c1,bgs,3,13,87551
rep,4,2,0,2,0,0.5,0.153846153846154,4,2,3,0.5,0.230769230769231,V2_c1,bgs,3,13,87551
simes,6,4,0,2,0,0.666666666666667,0.307692307692308,6,4,5,0.666666666666667,0.384615384615385,V2_c1,bgs,3,13,87551
emlg,4,3,0,1,0,0.75,0.230769230769231,4,3,3,0.75,0.230769230769231,V2_c1,bgs,3,13,87551
snp,8,5,2,1,2,0.625,0.5,6,5,5,0.833333333333333,0.5,V2_c1,bgs,4,10,87266
snp_n2,13,7,4,2,4,0.538461538461538,0.7,9,7,7,0.777777777777778,0.7,V2_c1,bgs,4,10,87266
snp_n5,10,7,2,1,2,0.7,0.7,8,7,7,0.875,0.7,V2_c1,bgs,4,10,87266
simes_nosparse,1,1,0,0,0,1,0.1,1,1,1,1,0.1,V2_c1,bgs,4,10,87266
simes_n2_nosparse,1,1,0,0,0,1,0.1,1,1,1,1,0.1,V2_c1,bgs,4,10,87266
simes_n2,6,4,1,1,1,0.666666666666667,0.4,5,4,4,0.8,0.4,V2_c1,bgs,4,10,87266
rep,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,4,10,87266
simes,1,1,0,0,0,1,0.1,1,1,1,1,0.1,V2_c1,bgs,4,10,87266
emlg,5,3,2,0,1,0.6,0.3,4,4,4,1,0.4,V2_c1,bgs,4,10,87266
snp,3,3,0,0,0,1,0.333333333333333,3,3,3,1,0.333333333333333,V2_c1,bgs,5,9,86617
snp_n2,2,2,0,0,0,1,0.222222222222222,2,2,2,1,0.222222222222222,V2_c1,bgs,5,9,86617
snp_n5,3,2,0,1,0,0.666666666666667,0.222222222222222,3,2,2,0.666666666666667,0.222222222222222,V2_c1,bgs,5,9,86617
simes_nosparse,1,1,0,0,0,1,0.111111111111111,1,1,1,1,0.111111111111111,V2_c1,bgs,5,9,86617
simes_n2_nosparse,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,5,9,86617
simes_n2,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,5,9,86617
rep,1,1,0,0,0,1,0.111111111111111,1,1,1,1,0.111111111111111,V2_c1,bgs,5,9,86617
simes,1,1,0,0,0,1,0.111111111111111,1,1,1,1,0.111111111111111,V2_c1,bgs,5,9,86617
emlg,2,2,0,0,0,1,0.222222222222222,2,2,2,1,0.222222222222222,V2_c1,bgs,5,9,86617
snp,40,4,0,36,0,0.1,0.333333333333333,40,4,4,0.1,0.333333333333333,V2_c1,bgs,6,12,88045
snp_n2,29,4,0,25,0,0.137931034482759,0.333333333333333,29,4,4,0.137931034482759,0.333333333333333,V2_c1,bgs,6,12,88045
snp_n5,15,4,0,11,0,0.266666666666667,0.333333333333333,15,4,4,0.266666666666667,0.333333333333333,V2_c1,bgs,6,12,88045
simes_nosparse,11,2,0,9,0,0.181818181818182,0.166666666666667,11,2,2,0.181818181818182,0.166666666666667,V2_c1,bgs,6,12,88045
simes_n2_nosparse,8,2,0,6,0,0.25,0.166666666666667,8,2,2,0.25,0.166666666666667,V2_c1,bgs,6,12,88045
simes_n2,18,3,0,15,0,0.166666666666667,0.25,18,3,3,0.166666666666667,0.25,V2_c1,bgs,6,12,88045
rep,11,2,0,9,0,0.181818181818182,0.166666666666667,11,2,2,0.181818181818182,0.166666666666667,V2_c1,bgs,6,12,88045
simes,18,3,0,15,0,0.166666666666667,0.25,18,3,3,0.166666666666667,0.25,V2_c1,bgs,6,12,88045
emlg,21,3,0,18,0,0.142857142857143,0.25,21,3,3,0.142857142857143,0.25,V2_c1,bgs,6,12,88045
snp,25,6,2,17,2,0.24,0.4,23,6,6,0.260869565217391,0.4,V2_c1,bgs,7,15,87487
snp_n2,21,6,3,12,3,0.285714285714286,0.4,18,6,6,0.333333333333333,0.4,V2_c1,bgs,7,15,87487
snp_n5,11,5,1,5,1,0.454545454545455,0.333333333333333,10,5,5,0.5,0.333333333333333,V2_c1,bgs,7,15,87487
simes_nosparse,4,3,0,1,0,0.75,0.2,4,3,3,0.75,0.2,V2_c1,bgs,7,15,87487
simes_n2_nosparse,3,3,0,0,0,1,0.2,3,3,3,1,0.2,V2_c1,bgs,7,15,87487
simes_n2,4,4,0,0,0,1,0.266666666666667,4,4,4,1,0.266666666666667,V2_c1,bgs,7,15,87487
rep,2,2,0,0,0,1,0.133333333333333,2,2,2,1,0.133333333333333,V2_c1,bgs,7,15,87487
simes,3,3,0,0,0,1,0.2,3,3,3,1,0.2,V2_c1,bgs,7,15,87487
emlg,7,4,0,3,0,0.571428571428571,0.266666666666667,7,4,4,0.571428571428571,0.266666666666667,V2_c1,bgs,7,15,87487
snp,25,2,1,22,1,0.08,0.181818181818182,24,2,2,0.0833333333333333,0.181818181818182,V2_c1,bgs,8,11,87728
snp_n2,27,2,1,24,1,0.0740740740740741,0.181818181818182,26,2,2,0.0769230769230769,0.181818181818182,V2_c1,bgs,8,11,87728
snp_n5,15,1,1,13,1,0.0666666666666667,0.0909090909090909,14,1,1,0.0714285714285714,0.0909090909090909,V2_c1,bgs,8,11,87728
simes_nosparse,7,1,0,6,0,0.142857142857143,0.0909090909090909,7,1,1,0.142857142857143,0.0909090909090909,V2_c1,bgs,8,11,87728
simes_n2_nosparse,8,1,0,7,0,0.125,0.0909090909090909,8,1,1,0.125,0.0909090909090909,V2_c1,bgs,8,11,87728
simes_n2,17,2,1,14,1,0.117647058823529,0.181818181818182,16,2,2,0.125,0.181818181818182,V2_c1,bgs,8,11,87728
rep,5,1,0,4,0,0.2,0.0909090909090909,5,1,1,0.2,0.0909090909090909,V2_c1,bgs,8,11,87728
simes,9,2,0,7,0,0.222222222222222,0.181818181818182,9,2,2,0.222222222222222,0.181818181818182,V2_c1,bgs,8,11,87728
emlg,9,2,0,7,0,0.222222222222222,0.181818181818182,9,2,2,0.222222222222222,0.181818181818182,V2_c1,bgs,8,11,87728
snp,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,9,10,87695
snp_n2,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,9,10,87695
snp_n5,1,0,0,1,0,0,0,1,0,0,0,0,V2_c1,bgs,9,10,87695
simes_nosparse,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,9,10,87695
simes_n2_nosparse,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,9,10,87695
simes_n2,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,9,10,87695
rep,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,9,10,87695
simes,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,9,10,87695
emlg,0,0,0,0,0,,0,0,0,0,0,0,V2_c1,bgs,9,10,87695
snp,21,5,3,13,3,0.238095238095238,0.357142857142857,18,5,5,0.277777777777778,0.357142857142857,V2_c1,bgs,10,14,88419
snp_n2,21,5,2,14,2,0.238095238095238,0.357142857142857,19,5,5,0.263157894736842,0.357142857142857,V2_c1,bgs,10,14,88419
snp_n5,6,3,0,3,0,0.5,0.214285714285714,6,3,3,0.5,0.214285714285714,V2_c1,bgs,10,14,88419
simes_nosparse,7,4,2,1,2,0.571428571428571,0.285714285714286,5,4,4,0.8,0.285714285714286,V2_c1,bgs,10,14,88419
simes_n2_nosparse,9,5,1,3,1,0.555555555555556,0.357142857142857,8,5,5,0.625,0.357142857142857,V2_c1,bgs,10,14,88419
simes_n2,12,5,2,5,2,0.416666666666667,0.357142857142857,10,5,5,0.5,0.357142857142857,V2_c1,bgs,10,14,88419
rep,4,2,1,1,1,0.5,0.142857142857143,3,2,2,0.666666666666667,0.142857142857143,V2_c1,bgs,10,14,88419
simes,11,5,3,3,3,0.454545454545455,0.357142857142857,8,5,5,0.625,0.357142857142857,V2_c1,bgs,10,14,88419
emlg,12,5,3,4,3,0.416666666666667,0.357142857142857,9,5,5,0.555555555555556,0.357142857142857,V2_c1,bgs,10,14,88419
